lganame,wardname,year,month,no2_mean_mol_m2,no2_valid_pixels
Bomadi,Ogbeinma/Okoloba,2022,11,1.5182299345421294e-05,6
Bomadi,Ogo/Eze,2022,11,1.6911159036681056e-05,6
Bomadi,Ogriagbene,2022,11,1.1785484093707056e-05,10
Burutu,Bolou-Ndoro,2022,11,1.2348557079565667e-05,42
Burutu,Egodor,2022,11,1.9556170345508848e-05,29
Burutu,Eseinbiri,2022,11,1.3612642760563176e-05,16
Burutu,Kiagbodo,2022,11,2.0334366126917303e-05,5
Burutu,Ngbilebiri,2022,11,1.9097122276434675e-05,6
Burutu,Obetebe,2022,11,1.7059067031368612e-05,50
Burutu,Ogulagha,2022,11,1.5483133293772962e-05,44
Burutu,Ojobo,2022,11,1.122181856771931e-05,5
Burutu,Tamigbe,2022,11,1.4363428239117969e-05,11
Burutu,Torugbene,2022,11,1.2360898836050183e-05,8
Burutu,Tuomo,2022,11,1.6488011729402038e-05,13
Patani,Abari,2022,11,1.5788440941832958e-05,5
Patani,Agoloma,2022,11,1.4716472651343793e-05,5
Patani,Buluangiama,2022,11,1.4542340068146586e-05,12
Patani,Odorubu,2022,11,1.50470929968703e-05,14
Patani,Patani 2,2022,11,1.608698706453045e-05,6
Patani,Patani 3,2022,11,1.629613689146936e-05,5
Patani,Patani 4,2022,11,1.713128585834056e-05,4
Patani,Patani 5,2022,11,1.6169270176240908e-05,7
Patani,Toruangiama,2022,11,1.3208977179601789e-05,5
Patani,Uduophori,2022,11,1.4216665476851631e-05,8
Warri South-West,Ajudaibo,2022,11,1.9087621694779955e-05,4
Warri South-West,Akpakpa,2022,11,1.7188415222335605e-05,5
Warri South-West,Isaba,2022,11,2.4463151930831373e-05,20
Warri South-West,Madangho,2022,11,2.0742347260238603e-05,2
Warri South-West,Ogbe-Ijoh,2022,11,1.9455672104339132e-05,61
Warri South-West,Ogidigben,2022,11,1.690619501459878e-05,8
Warri South-West,Okerenkoko,2022,11,1.651370972868497e-05,59
Warri South-West,Oporozo,2022,11,1.5748273047696177e-05,24
Warri South-West,Orere,2022,11,1.625263798309283e-05,9
Warri South-West,Ugborodo,2022,11,1.941759546753019e-05,5
Warri South,Avenue,2022,11,3.307244332972914e-05,5
Warri South,Bowen,2022,11,3.658812784124166e-05,4
Warri South,Ekurede,2022,11,3.181217180099338e-05,5
Warri South,Esisi,2022,11,3.7084850191604346e-05,2
Warri South,Igbudu,2022,11,3.69590416084975e-05,2
Warri South,Obodo,2022,11,2.2244399588089436e-05,32
Warri South,Ode-Itsekiri,2022,11,2.6185605251653627e-05,11
Warri South,Okere,2022,11,3.64663671158875e-05,3
Warri South,Pessu,2022,11,3.609140549087897e-05,2
Warri South,Ubeji,2022,11,2.3396081255319026e-05,13
Bomadi,Akugbene 1,2022,12,3.53435316355899e-05,4
Bomadi,Akugbene 2,2022,12,3.743316119653173e-05,1
Bomadi,Akugbene 3,2022,12,3.4927084925584495e-05,2
Bomadi,Bomadi,2022,12,3.204047243343666e-05,6
Bomadi,Ekaametagbene/Kalafio,2022,12,3.074288833886385e-05,20
Bomadi,Esanma,2022,12,3.359066977282055e-05,8
Bomadi,Kpakiama,2022,12,3.37656076428377e-05,9
Bomadi,Ogbeinma/Okoloba,2022,12,3.479788817154864e-05,6
Bomadi,Ogo/Eze,2022,12,3.385089075891301e-05,6
Bomadi,Ogriagbene,2022,12,3.163331712130457e-05,10
Burutu,Bolou-Ndoro,2022,12,3.047843485893238e-05,42
Burutu,Egodor,2022,12,3.7002176495975464e-05,29
Burutu,Eseinbiri,2022,12,3.137711973977275e-05,16
Burutu,Kiagbodo,2022,12,3.966332005802542e-05,5
Burutu,Ngbilebiri,2022,12,3.716147087592011e-05,6
Burutu,Obetebe,2022,12,3.304809331893921e-05,50
Burutu,Ogulagha,2022,12,3.1862794209948994e-05,44
Burutu,Ojobo,2022,12,3.377798711881042e-05,5
Burutu,Tamigbe,2022,12,3.331482929008251e-05,11
Burutu,Torugbene,2022,12,3.323134296806529e-05,8
Burutu,Tuomo,2022,12,3.365874559117051e-05,13
Patani,Abari,2022,12,3.366962773725391e-05,5
Patani,Agoloma,2022,12,3.5135785583406684e-05,5
Patani,Buluangiama,2022,12,3.508543159114197e-05,12
Patani,Odorubu,2022,12,3.386119871200728e-05,14
Patani,Patani 2,2022,12,3.518089700567847e-05,6
Patani,Patani 3,2022,12,3.511701943352819e-05,5
Patani,Patani 4,2022,12,3.507347355480306e-05,4
Patani,Patani 5,2022,12,3.51041422358581e-05,7
Patani,Toruangiama,2022,12,3.523562918417156e-05,5
Patani,Uduophori,2022,12,3.394680607016198e-05,8
Warri South-West,Ajudaibo,2022,12,3.475121775409207e-05,4
Warri South-West,Akpakpa,2022,12,3.2581167761236427e-05,5
Warri South-West,Isaba,2022,12,4.15383226936683e-05,20
Warri South-West,Madangho,2022,12,3.529600508045405e-05,2
Warri South-West,Ogbe-Ijoh,2022,12,3.5264033091361404e-05,61
Warri South-West,Ogidigben,2022,12,3.1741965358378366e-05,8
Warri South-West,Okerenkoko,2022,12,3.333100101957887e-05,59
Warri South-West,Oporozo,2022,12,3.2132673368323594e-05,24
Warri South-West,Orere,2022,12,3.064444495571984e-05,9
Warri South-West,Ugborodo,2022,12,3.4517591120675203e-05,5
Warri South,Avenue,2022,12,5.7229417143389584e-05,5
Warri South,Bowen,2022,12,6.245225813472643e-05,4
Warri South,Ekurede,2022,12,5.40739216376096e-05,5
Warri South,Esisi,2022,12,6.383748404914513e-05,2
Warri South,Igbudu,2022,12,6.540949834743515e-05,2
Warri South,Obodo,2022,12,3.395388921489939e-05,32
Warri South,Ode-Itsekiri,2022,12,4.547306294129653e-05,11
Warri South,Okere,2022,12,6.189053237903863e-05,3
Warri South,Pessu,2022,12,6.106703222030774e-05,2
Warri South,Ubeji,2022,12,4.067514629031603e-05,13
Bomadi,Akugbene 1,2023,1,3.824096347671002e-05,4
Bomadi,Akugbene 2,2023,1,3.86097417504061e-05,1
Bomadi,Akugbene 3,2023,1,3.847057814709842e-05,2
Bomadi,Bomadi,2023,1,3.729394423620155e-05,6
Bomadi,Ekaametagbene/Kalafio,2023,1,3.386285970918834e-05,20
Bomadi,Esanma,2023,1,3.69968984159641e-05,8
Bomadi,Kpakiama,2023,1,3.8296954395870365e-05,9
Bomadi,Ogbeinma/Okoloba,2023,1,3.79928702993008e-05,6
Bomadi,Ogo/Eze,2023,1,3.7179706851020455e-05,6
Bomadi,Ogriagbene,2023,1,3.217840858269483e-05,10
Burutu,Bolou-Ndoro,2023,1,3.206054402870082e-05,42
Burutu,Egodor,2023,1,3.858409613242437e-05,29
Burutu,Eseinbiri,2023,1,3.4219614462926984e-05,16
Burutu,Kiagbodo,2023,1,4.50936786364764e-05,5
Burutu,Ngbilebiri,2023,1,3.7645731936208904e-05,6
Burutu,Obetebe,2023,1,3.3975124824792144e-05,50
Burutu,Ogulagha,2023,1,3.115560287948359e-05,44
Burutu,Ojobo,2023,1,3.255109768360853e-05,5
Burutu,Tamigbe,2023,1,3.32102221860127e-05,11
Burutu,Torugbene,2023,1,3.298470619483851e-05,8
Burutu,Tuomo,2023,1,3.490845959347028e-05,13
Patani,Abari,2023,1,3.5035336622968316e-05,5
Patani,Agoloma,2023,1,3.716795763466507e-05,5
Patani,Buluangiama,2023,1,3.759687145551046e-05,12
Patani,Odorubu,2023,1,3.867755627392658e-05,14
Patani,Patani 2,2023,1,3.6024420599763594e-05,6
Patani,Patani 3,2023,1,3.605447127483785e-05,5
Patani,Patani 4,2023,1,3.596416354412213e-05,4
Patani,Patani 5,2023,1,3.70527060502874e-05,7
Patani,Toruangiama,2023,1,3.8170695188455286e-05,5
Patani,Uduophori,2023,1,3.9010239561321214e-05,8
Warri South-West,Ajudaibo,2023,1,3.948872836190276e-05,4
Warri South-West,Akpakpa,2023,1,3.5637698601931334e-05,5
Warri South-West,Isaba,2023,1,4.113595641683787e-05,20
Warri South-West,Madangho,2023,1,4.13470552302897e-05,2
Warri South-West,Ogbe-Ijoh,2023,1,3.5285865735323706e-05,61
Warri South-West,Ogidigben,2023,1,3.3789390727179125e-05,8
Warri South-West,Okerenkoko,2023,1,3.309071387590493e-05,59
Warri South-West,Oporozo,2023,1,3.461812351209422e-05,24
Warri South-West,Orere,2023,1,3.477877665621539e-05,9
Warri South-West,Ugborodo,2023,1,4.0306351729668675e-05,5
Warri South,Avenue,2023,1,5.5627955589443445e-05,5
Warri South,Bowen,2023,1,5.991292709950358e-05,4
Warri South,Ekurede,2023,1,5.290810950100422e-05,5
Warri South,Esisi,2023,1,6.14506279816851e-05,2
Warri South,Igbudu,2023,1,6.284648407017812e-05,2
Warri South,Obodo,2023,1,3.5153349017491564e-05,32
Warri South,Ode-Itsekiri,2023,1,4.419552119956775e-05,11
Warri South,Okere,2023,1,5.914720532018691e-05,3
Warri South,Pessu,2023,1,5.837522621732205e-05,2
Warri South,Ubeji,2023,1,4.086638532149104e-05,13
Bomadi,Akugbene 1,2023,2,2.797053639369551e-05,4
Bomadi,Akugbene 2,2023,2,2.7813783162855543e-05,1
Bomadi,Akugbene 3,2023,2,2.752564068941865e-05,2
Bomadi,Bomadi,2023,2,2.6082241674885154e-05,6
Bomadi,Ekaametagbene/Kalafio,2023,2,2.6094180066138505e-05,20
Bomadi,Esanma,2023,2,2.756642788881436e-05,8
Bomadi,Kpakiama,2023,2,2.7302875726794202e-05,9
Bomadi,Ogbeinma/Okoloba,2023,2,2.885748593447109e-05,6
Bomadi,Ogo/Eze,2023,2,2.970344212371856e-05,6
Bomadi,Ogriagbene,2023,2,2.4701919755898416e-05,10
Burutu,Bolou-Ndoro,2023,2,2.4228356778621674e-05,42
Burutu,Egodor,2023,2,3.0031415698086394e-05,29
Burutu,Eseinbiri,2023,2,2.5450857719988562e-05,16
Burutu,Kiagbodo,2023,2,3.578680625651032e-05,5
Burutu,Ngbilebiri,2023,2,2.8481435341139633e-05,6
Burutu,Obetebe,2023,2,2.6128410827368497e-05,50
Burutu,Ogulagha,2023,2,2.5565114232118834e-05,44
Burutu,Ojobo,2023,2,2.4927518097683787e-05,5
Burutu,Tamigbe,2023,2,2.3900634418665007e-05,11
Burutu,Torugbene,2023,2,2.314280573045835e-05,8
Burutu,Tuomo,2023,2,2.4602419356457314e-05,13
Patani,Abari,2023,2,3.021026495844126e-05,5
Patani,Agoloma,2023,2,3.2487677526660266e-05,5
Patani,Buluangiama,2023,2,3.039666141072909e-05,12
Patani,Odorubu,2023,2,2.7093175698869993e-05,14
Patani,Patani 2,2023,2,3.0518247513100505e-05,6
Patani,Patani 3,2023,2,3.0483468435704708e-05,5
Patani,Patani 4,2023,2,3.080695023527369e-05,4
Patani,Patani 5,2023,2,3.191819165035018e-05,7
Patani,Toruangiama,2023,2,2.9863923555240034e-05,5
Patani,Uduophori,2023,2,2.7085921828984283e-05,8
Warri South-West,Ajudaibo,2023,2,3.0084038371569477e-05,4
Warri South-West,Akpakpa,2023,2,2.7556298300623892e-05,5
Warri South-West,Isaba,2023,2,3.394731320440769e-05,20
Warri South-West,Madangho,2023,2,3.207001282135025e-05,2
Warri South-West,Ogbe-Ijoh,2023,2,2.9129812066427996e-05,61
Warri South-West,Ogidigben,2023,2,2.7542357202037238e-05,8
Warri South-West,Okerenkoko,2023,2,2.7180207356558008e-05,59
Warri South-West,Oporozo,2023,2,2.772545606906836e-05,24
Warri South-West,Orere,2023,2,2.8926804791101153e-05,9
Warri South-West,Ugborodo,2023,2,3.201968793291599e-05,5
Warri South,Avenue,2023,2,4.674000374507159e-05,5
Warri South,Bowen,2023,2,4.9098329327534884e-05,4
Warri South,Ekurede,2023,2,4.459121555555612e-05,5
Warri South,Esisi,2023,2,4.864860238740221e-05,2
Warri South,Igbudu,2023,2,5.159453576197848e-05,2
Warri South,Obodo,2023,2,3.0314344257931225e-05,32
Warri South,Ode-Itsekiri,2023,2,3.721718464724042e-05,11
Warri South,Okere,2023,2,4.750756003583471e-05,3
Warri South,Pessu,2023,2,4.954805990564637e-05,2
Warri South,Ubeji,2023,2,3.66387830581516e-05,13
Bomadi,Akugbene 1,2023,3,9.138451787293889e-06,4
Bomadi,Akugbene 2,2023,3,1.081574009731412e-05,1
Bomadi,Akugbene 3,2023,3,1.0814908819156699e-05,2
Bomadi,Bomadi,2023,3,8.765243668070374e-06,6
Bomadi,Ekaametagbene/Kalafio,2023,3,1.1159374116687104e-05,20
Bomadi,Esanma,2023,3,1.0913170626736246e-05,8
Bomadi,Kpakiama,2023,3,1.262765403630005e-05,9
Bomadi,Ogbeinma/Okoloba,2023,3,7.100759830791503e-06,6
Bomadi,Ogo/Eze,2023,3,6.427245049659784e-06,6
Bomadi,Ogriagbene,2023,3,9.041036537382752e-06,10
Burutu,Bolou-Ndoro,2023,3,9.806744249848029e-06,42
Burutu,Egodor,2023,3,9.922862679151626e-06,29
Burutu,Eseinbiri,2023,3,1.0649004252627492e-05,16
Burutu,Kiagbodo,2023,3,1.01566816738341e-05,5
Burutu,Ngbilebiri,2023,3,7.666323047790987e-06,6
Burutu,Obetebe,2023,3,1.1398938950151205e-05,50
Burutu,Ogulagha,2023,3,1.0950962446672333e-05,44
Burutu,Ojobo,2023,3,8.985349268186837e-06,5
Burutu,Tamigbe,2023,3,9.60565045137297e-06,11
Burutu,Torugbene,2023,3,1.011459607980214e-05,8
Burutu,Tuomo,2023,3,9.939580475195096e-06,13
Patani,Abari,2023,3,1.647714525461197e-05,5
Patani,Agoloma,2023,3,1.4867016579955816e-05,5
Patani,Buluangiama,2023,3,1.3877367261253918e-05,12
Patani,Odorubu,2023,3,1.1599309800658375e-05,14
Patani,Patani 2,2023,3,1.7569915750452008e-05,6
Patani,Patani 3,2023,3,1.753512187860906e-05,5
Patani,Patani 4,2023,3,1.87979585462017e-05,4
Patani,Patani 5,2023,3,1.6849336264255855e-05,7
Patani,Toruangiama,2023,3,1.1244071356486528e-05,5
Patani,Uduophori,2023,3,1.0645279871823732e-05,8
Warri South-West,Ajudaibo,2023,3,1.6921545466175303e-05,4
Warri South-West,Akpakpa,2023,3,1.418098690919578e-05,5
Warri South-West,Isaba,2023,3,1.0926811228273436e-05,20
Warri South-West,Madangho,2023,3,1.7763461073627695e-05,2
Warri South-West,Ogbe-Ijoh,2023,3,1.1512638474280228e-05,61
Warri South-West,Ogidigben,2023,3,1.2358707863313612e-05,8
Warri South-West,Okerenkoko,2023,3,1.185078181768373e-05,59
Warri South-West,Oporozo,2023,3,1.3140149045890817e-05,24
Warri South-West,Orere,2023,3,1.3387199336042007e-05,9
Warri South-West,Ugborodo,2023,3,1.6544311074540018e-05,5
Warri South,Avenue,2023,3,1.9357900600880385e-05,5
Warri South,Bowen,2023,3,1.9739451090572402e-05,4
Warri South,Ekurede,2023,3,1.743781322147697e-05,5
Warri South,Esisi,2023,3,2.3678843717789277e-05,2
Warri South,Igbudu,2023,3,1.913003870868124e-05,2
Warri South,Obodo,2023,3,1.2176550626463722e-05,32
Warri South,Ode-Itsekiri,2023,3,1.4935878094878387e-05,11
Warri South,Okere,2023,3,2.1358563875158627e-05,3
Warri South,Pessu,2023,3,1.580006028234493e-05,2
Warri South,Ubeji,2023,3,1.5439743247742837e-05,13
Bomadi,Akugbene 1,2023,4,1.7426553313271143e-05,4
Bomadi,Akugbene 2,2023,4,1.727492781355977e-05,1
Bomadi,Akugbene 3,2023,4,1.614575376152061e-05,2
Bomadi,Bomadi,2023,4,1.6858740612709273e-05,6
Bomadi,Ekaametagbene/Kalafio,2023,4,1.4851822925265878e-05,20
Bomadi,Esanma,2023,4,1.606444493518211e-05,8
Bomadi,Kpakiama,2023,4,1.7702275524950688e-05,9
Bomadi,Ogbeinma/Okoloba,2023,4,1.6972628751924883e-05,6
Bomadi,Ogo/Eze,2023,4,1.6614422444642212e-05,6
Bomadi,Ogriagbene,2023,4,1.4000209921505302e-05,10
Burutu,Bolou-Ndoro,2023,4,1.3038891622619259e-05,42
Burutu,Egodor,2023,4,1.843791687861085e-05,29
Burutu,Eseinbiri,2023,4,1.5223942682496272e-05,16
Burutu,Kiagbodo,2023,4,2.0167999900877474e-05,5
Burutu,Ngbilebiri,2023,4,1.7469872545916587e-05,6
Burutu,Obetebe,2023,4,1.667739124968648e-05,50
Burutu,Ogulagha,2023,4,1.675288976085457e-05,44
Burutu,Ojobo,2023,4,1.410350960213691e-05,5
Burutu,Tamigbe,2023,4,1.5061666173013775e-05,11
Burutu,Torugbene,2023,4,1.5101943063200451e-05,8
Burutu,Tuomo,2023,4,1.589153320170366e-05,13
Patani,Abari,2023,4,2.0336433954071255e-05,5
Patani,Agoloma,2023,4,2.1865246526431293e-05,5
Patani,Buluangiama,2023,4,2.0997324706210446e-05,12
Patani,Odorubu,2023,4,1.7680481375594225e-05,14
Patani,Patani 2,2023,4,2.1420962487657864e-05,6
Patani,Patani 3,2023,4,2.124967286363244e-05,5
Patani,Patani 4,2023,4,2.027922892011702e-05,4
Patani,Patani 5,2023,4,2.140674665237644e-05,7
Patani,Toruangiama,2023,4,1.936882908921689e-05,5
Patani,Uduophori,2023,4,1.7942196791409515e-05,8
Warri South-West,Ajudaibo,2023,4,9.530074748909101e-06,4
Warri South-West,Akpakpa,2023,4,6.745256541762501e-06,5
Warri South-West,Isaba,2023,4,2.175363333662972e-05,20
Warri South-West,Madangho,2023,4,9.78532261797227e-06,2
Warri South-West,Ogbe-Ijoh,2023,4,2.0222759378127387e-05,61
Warri South-West,Ogidigben,2023,4,7.926059879537206e-06,8
Warri South-West,Okerenkoko,2023,4,1.7902375814520707e-05,59
Warri South-West,Oporozo,2023,4,1.7196847087082762e-05,24
Warri South-West,Orere,2023,4,1.7657685222932036e-05,9
Warri South-West,Ugborodo,2023,4,1.4599291898775845e-05,5
Warri South,Avenue,2023,4,3.077629953622818e-05,5
Warri South,Bowen,2023,4,3.0607712687924504e-05,4
Warri South,Ekurede,2023,4,2.838693908415735e-05,5
Warri South,Esisi,2023,4,3.3422977139707655e-05,2
Warri South,Igbudu,2023,4,3.128246680716984e-05,2
Warri South,Obodo,2023,4,1.9449325918685645e-05,32
Warri South,Ode-Itsekiri,2023,4,2.451546871188012e-05,11
Warri South,Okere,2023,4,3.1582193817788116e-05,3
Warri South,Pessu,2023,4,2.7792450055130757e-05,2
Warri South,Ubeji,2023,4,2.3975041515838642e-05,13
Bomadi,Akugbene 1,2023,5,1.913285450427793e-05,4
Bomadi,Akugbene 2,2023,5,1.918132693390362e-05,1
Bomadi,Akugbene 3,2023,5,1.8871243810281157e-05,2
Bomadi,Bomadi,2023,5,2.2810005854504805e-05,6
Bomadi,Ekaametagbene/Kalafio,2023,5,1.7057626973837613e-05,20
Bomadi,Esanma,2023,5,1.795707612473052e-05,8
Bomadi,Kpakiama,2023,5,1.8462393200024962e-05,9
Bomadi,Ogbeinma/Okoloba,2023,5,1.8788933327111106e-05,6
Bomadi,Ogo/Eze,2023,5,1.972587051568553e-05,6
Bomadi,Ogriagbene,2023,5,1.6169255832210184e-05,10
Burutu,Bolou-Ndoro,2023,5,1.484846385816733e-05,42
Burutu,Egodor,2023,5,1.8517123454989032e-05,29
Burutu,Eseinbiri,2023,5,1.926583718159236e-05,16
Burutu,Kiagbodo,2023,5,2.0032264001201838e-05,5
Burutu,Ngbilebiri,2023,5,1.8230322893941775e-05,6
Burutu,Obetebe,2023,5,1.566380728036165e-05,50
Burutu,Ogulagha,2023,5,1.590120981828394e-05,44
Burutu,Ojobo,2023,5,1.5434002852998675e-05,5
Burutu,Tamigbe,2023,5,1.7360032705420796e-05,11
Burutu,Torugbene,2023,5,1.6670941477059387e-05,8
Burutu,Tuomo,2023,5,2.2055270024933496e-05,13
Patani,Abari,2023,5,2.505105221644044e-05,5
Patani,Agoloma,2023,5,2.1472614025697113e-05,5
Patani,Buluangiama,2023,5,1.8404950727320586e-05,12
Patani,Odorubu,2023,5,1.712577587958159e-05,14
Patani,Patani 2,2023,5,2.499420224921778e-05,6
Patani,Patani 3,2023,5,2.4561979807913302e-05,5
Patani,Patani 4,2023,5,1.980985325644724e-05,4
Patani,Patani 5,2023,5,2.0103867947390036e-05,7
Patani,Toruangiama,2023,5,1.715379039524123e-05,5
Patani,Uduophori,2023,5,1.700761822576169e-05,8
Warri South-West,Ajudaibo,2023,5,1.4111812561168335e-05,4
Warri South-West,Akpakpa,2023,5,1.308660430368036e-05,5
Warri South-West,Isaba,2023,5,1.704062451608479e-05,20
Warri South-West,Madangho,2023,5,1.5585294022457674e-05,2
Warri South-West,Ogbe-Ijoh,2023,5,1.744807461185045e-05,61
Warri South-West,Ogidigben,2023,5,1.4528182873618789e-05,8
Warri South-West,Okerenkoko,2023,5,1.601415777073826e-05,59
Warri South-West,Oporozo,2023,5,1.5764352914023522e-05,24
Warri South-West,Orere,2023,5,1.6588248804004656e-05,9
Warri South-West,Ugborodo,2023,5,1.8390432524029164e-05,5
Warri South,Avenue,2023,5,2.6021574740298092e-05,5
Warri South,Bowen,2023,5,2.2701089619658887e-05,4
Warri South,Ekurede,2023,5,2.2356123372446747e-05,5
Warri South,Esisi,2023,5,2.5149169232463464e-05,2
Warri South,Igbudu,2023,5,2.422880061203614e-05,2
Warri South,Obodo,2023,5,1.942148810485378e-05,32
Warri South,Ode-Itsekiri,2023,5,1.8771203361790288e-05,11
Warri South,Okere,2023,5,2.283015298113848e-05,3
Warri South,Pessu,2023,5,2.0253008187864907e-05,2
Warri South,Ubeji,2023,5,2.1609376954774445e-05,13
Bomadi,Akugbene 1,2023,6,1.0360881788074039e-05,4
Bomadi,Akugbene 2,2023,6,1.2963381777808536e-05,1
Bomadi,Akugbene 3,2023,6,1.2982583939447068e-05,2
Bomadi,Bomadi,2023,6,1.2981521043305596e-05,6
Bomadi,Ekaametagbene/Kalafio,2023,6,1.1689601524267346e-05,20
Bomadi,Esanma,2023,6,1.0146515705855563e-05,8
Bomadi,Kpakiama,2023,6,1.2235883332323283e-05,9
Bomadi,Ogbeinma/Okoloba,2023,6,1.1367146119785806e-05,6
Bomadi,Ogo/Eze,2023,6,1.112629979616031e-05,6
Bomadi,Ogriagbene,2023,6,1.3700373528990895e-05,10
Burutu,Bolou-Ndoro,2023,6,1.2468399723903054e-05,42
Burutu,Egodor,2023,6,1.1946750074175411e-05,29
Burutu,Eseinbiri,2023,6,1.1492900739540346e-05,16
Burutu,Kiagbodo,2023,6,1.1812431330326944e-05,5
Burutu,Ngbilebiri,2023,6,1.1594865403215712e-05,6
Burutu,Obetebe,2023,6,1.1620195582509041e-05,50
Burutu,Ogulagha,2023,6,1.30037964977832e-05,44
Burutu,Ojobo,2023,6,1.3966264668852091e-05,5
Burutu,Tamigbe,2023,6,1.367282476911152e-05,11
Burutu,Torugbene,2023,6,1.4328694305731915e-05,8
Burutu,Tuomo,2023,6,1.2276124415131142e-05,13
Patani,Abari,2023,6,1.378706656396389e-05,5
Patani,Agoloma,2023,6,1.4574319357052445e-05,5
Patani,Buluangiama,2023,6,1.2270235553539047e-05,12
Patani,Odorubu,2023,6,1.282844043868993e-05,14
Patani,Patani 2,2023,6,1.4166746647485221e-05,6
Patani,Patani 3,2023,6,1.4026198186911643e-05,5
Patani,Patani 4,2023,6,1.239468838321045e-05,4
Patani,Patani 5,2023,6,1.305557816522196e-05,7
Patani,Toruangiama,2023,6,1.3304315507411956e-05,5
Patani,Uduophori,2023,6,1.3136239431332797e-05,8
Warri South-West,Ajudaibo,2023,6,1.5205221643554978e-05,4
Warri South-West,Akpakpa,2023,6,1.5139734023250639e-05,5
Warri South-West,Isaba,2023,6,1.4217558782547712e-05,20
Warri South-West,Madangho,2023,6,1.4556563655787613e-05,2
Warri South-West,Ogbe-Ijoh,2023,6,1.4872573598547548e-05,61
Warri South-West,Ogidigben,2023,6,1.4491481124423444e-05,8
Warri South-West,Okerenkoko,2023,6,1.3684293539342233e-05,59
Warri South-West,Oporozo,2023,6,1.3593049516202882e-05,24
Warri South-West,Orere,2023,6,1.4060063727406992e-05,9
Warri South-West,Ugborodo,2023,6,1.4128544717095792e-05,5
Warri South,Avenue,2023,6,2.0173216762486844e-05,5
Warri South,Bowen,2023,6,2.021229920501355e-05,4
Warri South,Ekurede,2023,6,1.7016787023749202e-05,5
Warri South,Esisi,2023,6,2.249470526294317e-05,2
Warri South,Igbudu,2023,6,2.0954197680111974e-05,2
Warri South,Obodo,2023,6,1.90832324733492e-05,32
Warri South,Ode-Itsekiri,2023,6,1.5449599066579882e-05,11
Warri South,Okere,2023,6,2.016504731727764e-05,3
Warri South,Pessu,2023,6,1.7929894966073334e-05,2
Warri South,Ubeji,2023,6,1.9736337260558055e-05,13
Bomadi,Akugbene 1,2023,7,1.480497212469345e-05,4
Bomadi,Akugbene 2,2023,7,1.7641106751398183e-05,1
Bomadi,Akugbene 3,2023,7,1.691914803814143e-05,2
Bomadi,Bomadi,2023,7,1.4466837455984205e-05,6
Bomadi,Ekaametagbene/Kalafio,2023,7,1.2390491610858589e-05,20
Bomadi,Esanma,2023,7,1.426088510925183e-05,8
Bomadi,Kpakiama,2023,7,1.5420383230472606e-05,9
Bomadi,Ogbeinma/Okoloba,2023,7,1.493512293867146e-05,6
Bomadi,Ogo/Eze,2023,7,1.5420475392602384e-05,6
Bomadi,Ogriagbene,2023,7,1.14223308628425e-05,10
Burutu,Bolou-Ndoro,2023,7,1.0630844848319179e-05,42
Burutu,Egodor,2023,7,1.5560067901066666e-05,29
Burutu,Eseinbiri,2023,7,1.2556147339637391e-05,16
Burutu,Kiagbodo,2023,7,1.8083304166793823e-05,5
Burutu,Ngbilebiri,2023,7,1.620594775886275e-05,6
Burutu,Obetebe,2023,7,1.2245066463947297e-05,50
Burutu,Ogulagha,2023,7,1.2548594068820504e-05,44
Burutu,Ojobo,2023,7,1.0878557804971934e-05,5
Burutu,Tamigbe,2023,7,1.2699713062664324e-05,11
Burutu,Torugbene,2023,7,1.24197476907284e-05,8
Burutu,Tuomo,2023,7,1.353139836842624e-05,13
Patani,Abari,2023,7,1.8500011356081815e-05,5
Patani,Agoloma,2023,7,1.574622729094699e-05,5
Patani,Buluangiama,2023,7,1.6634656882767256e-05,12
Patani,Odorubu,2023,7,1.7252845282200724e-05,14
Patani,Patani 2,2023,7,1.758999618080755e-05,6
Patani,Patani 3,2023,7,1.7671602836344392e-05,5
Patani,Patani 4,2023,7,1.6936864994931966e-05,4
Patani,Patani 5,2023,7,1.6158493443591787e-05,7
Patani,Toruangiama,2023,7,1.6958857304416598e-05,5
Patani,Uduophori,2023,7,1.770900962583255e-05,8
Warri South-West,Ajudaibo,2023,7,1.196145240101032e-05,4
Warri South-West,Akpakpa,2023,7,1.0988072608597576e-05,5
Warri South-West,Isaba,2023,7,1.7820546054281296e-05,20
Warri South-West,Madangho,2023,7,1.3121109986968804e-05,2
Warri South-West,Ogbe-Ijoh,2023,7,1.716938969053206e-05,61
Warri South-West,Ogidigben,2023,7,1.1248203009017743e-05,8
Warri South-West,Okerenkoko,2023,7,1.5524763542906208e-05,59
Warri South-West,Oporozo,2023,7,1.3898317168544358e-05,24
Warri South-West,Orere,2023,7,1.3612484003210233e-05,9
Warri South-West,Ugborodo,2023,7,1.2616696767508984e-05,5
Warri South,Avenue,2023,7,2.425123529974371e-05,5
Warri South,Bowen,2023,7,2.411925197520759e-05,4
Warri South,Ekurede,2023,7,2.3765579680912196e-05,5
Warri South,Esisi,2023,7,2.558304913691245e-05,2
Warri South,Igbudu,2023,7,2.4326676793862134e-05,2
Warri South,Obodo,2023,7,1.790234455256723e-05,32
Warri South,Ode-Itsekiri,2023,7,2.1527299064804208e-05,11
Warri South,Okere,2023,7,2.4696198427894462e-05,3
Warri South,Pessu,2023,7,2.265545481350273e-05,2
Warri South,Ubeji,2023,7,2.1050493859757597e-05,13
